time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-16T10:16:32.890Z,18.1933,-66.5698,74,2.58,md,3,292,0.2397,0.05,pr,pr2019320007,2019-11-16T14:31:06.177Z,"3km SE of Jayuya, Puerto Rico",earthquake,5.25,1.94,0.05,3,reviewed,pr,pr
2019-11-16T10:19:15.181Z,1.5486,126.3302,35,5.8,mww,,29,1.292,1.18,us,us700068sr,2019-11-19T21:29:56.040Z,"128km E of Bitung, Indonesia",earthquake,6,1.7,0.055,32,reviewed,us,us
2019-11-16T10:38:54.780Z,19.4626667,-155.4391667,6.56,2.97,ml,63,35,0.05861,0.13,hv,hv71236756,2019-11-20T01:21:51.100Z,"21km W of Volcano, Hawaii",earthquake,0.23,0.37,0.173,45,reviewed,hv,hv
2019-11-16T11:42:47.712Z,53.393,-35.2949,10,4.6,mb,,104,18.468,0.95,us,us700068t9,2019-11-16T12:04:01.040Z,"Reykjanes Ridge",earthquake,12.8,1.9,0.057,91,reviewed,us,us
2019-11-16T12:04:14.123Z,51.5655,-174.0688,35,4,mb,,206,0.642,0.95,us,us700068tr,2019-11-16T18:25:04.504Z,"70km S of Atka, Alaska",earthquake,6.4,2,0.081,41,reviewed,us,us
2019-11-16T13:17:54.937Z,63.7843,-23.3364,10,4.6,mb,,133,1.305,0.65,us,us700068u5,2019-11-16T13:53:47.040Z,"41km SW of Sandgerdi, Iceland",earthquake,7.6,1.9,0.055,98,reviewed,us,us
2019-11-16T13:20:54.058Z,64.6713,-151.6059,12.7,3.6,ml,,,,0.87,ak,ak019epfu3av,2019-11-16T18:55:56.297Z,"49km SW of Manley Hot Springs, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-11-16T14:17:16.616Z,61.9977,-148.474,22.7,3.2,ml,,,,0.61,ak,ak019epgesz5,2019-11-18T12:17:54.790Z,"29km NE of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-11-16T15:13:21.390Z,61.4758,-149.9482,34.4,2.6,ml,,,,0.66,ak,ak019epgze12,2019-11-16T17:41:56.040Z,"5km S of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-11-16T15:56:35.450Z,36.8423347,-121.5691681,4.56,2.5,md,37,62,0.04376,0.12,nc,nc73304686,2019-11-19T04:57:39.413Z,"3km W of San Juan Bautista, CA",earthquake,0.29,0.45,0.14,35,automatic,nc,nc
2019-11-16T17:42:53.369Z,36.14466667,-96.82833333,7.55,2.62,ml,99,33,0,0.23,ok,ok2019wmeo,2019-11-19T17:12:32.040Z,"12km WNW of Yale, Oklahoma",earthquake,,0.4,0.26,28,reviewed,ok,ok
2019-11-16T17:46:03.050Z,-3.3186,137.5188,63.73,5.1,mww,,24,5.277,0.92,us,us700068vs,2019-11-19T17:27:22.040Z,"145km ENE of Enarotali, Indonesia",earthquake,5.9,4.5,0.08,15,reviewed,us,us
2019-11-16T18:03:20.570Z,19.1391,-67.2381,10,2.68,md,5,233,0.9285,0.11,pr,pr2019320010,2019-11-16T22:17:19.562Z,"73km NNW of San Antonio, Puerto Rico",earthquake,1.12,31.61,0.23,4,reviewed,pr,pr
2019-11-16T18:07:28.600Z,19.173,-67.002,15,2.98,md,4,281,1.0007,0.55,pr,pr2019320011,2019-11-16T22:17:31.746Z,"74km N of Isabela, Puerto Rico",earthquake,6.11,31.61,0,2,reviewed,pr,pr
2019-11-16T18:14:10.554Z,36.7411,30.0118,71.44,4.3,mb,,75,0.083,0.65,us,us700068vy,2019-11-19T17:30:28.184Z,"8km E of Elmali, Turkey",earthquake,4.5,6.1,0.099,33,reviewed,us,us
2019-11-16T18:32:39.816Z,28.5703,130.2906,24.27,4.9,mb,,68,2.487,0.73,us,us700068w9,2019-11-19T17:34:00.040Z,"82km ENE of Naze, Japan",earthquake,6.4,6.3,0.076,61,reviewed,us,us
2019-11-16T18:32:47.362Z,31.6442,-104.334,5,2.6,ml,,68,0.132,0.84,us,us700068w5,2019-11-19T17:37:52.040Z,"69km W of Mentone, Texas",earthquake,1.3,1.9,0.081,80,reviewed,us,us
2019-11-16T18:34:51.232Z,0.4601,123.9116,165.56,4.6,mb,,51,1.877,0.68,us,us700068wb,2019-11-19T18:04:17.040Z,"11km NW of Molibagu, Indonesia",earthquake,6.8,3.7,0.068,71,reviewed,us,us
2019-11-16T18:39:32.331Z,60.3189,-153.0114,116.6,2.8,ml,,,,0.62,ak,ak019epixa8f,2019-11-19T18:15:51.040Z,"27km SW of Redoubt Volcano, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-11-16T19:30:26.282Z,60.0094,-153.5197,149.4,2.6,ml,,,,0.52,ak,ak019epjgs36,2019-11-16T19:44:31.121Z,"68km SW of Redoubt Volcano, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-11-16T22:11:21.360Z,36.1873333,-117.8623333,2.76,3.53,ml,38,54,0.06987,0.16,ci,ci38247706,2019-11-18T16:46:41.437Z,"16km SE of Olancha, CA",earthquake,0.17,0.37,0.147,103,reviewed,ci,ci
2019-11-16T22:29:26.130Z,36.1866667,-117.8653333,2.43,3.41,ml,40,54,0.06946,0.16,ci,ci38247754,2019-11-18T17:04:14.510Z,"16km SE of Olancha, CA",earthquake,0.17,0.43,0.152,89,reviewed,ci,ci
2019-11-16T22:52:19.800Z,19.2393,-67.04,98,3.02,md,3,357,1.0645,0.08,pr,pr2019320012,2019-11-16T23:20:58.606Z,"81km N of Isabela, Puerto Rico",earthquake,7.81,5.44,0.03,3,reviewed,pr,pr
2019-11-16T23:21:35.540Z,18.6265,-67.6668,124,3.11,md,3,221,0.8337,0.19,pr,pr2019320014,2019-11-17T06:05:37.835Z,"54km NW of Rincon, Puerto Rico",earthquake,16.89,6.34,0.25,2,reviewed,pr,pr
2019-11-16T23:32:27.152Z,-1.5619,-77.783,174.71,4.4,mb,,81,1.092,1.27,us,us700068ze,2019-11-16T23:50:33.040Z,"22km NE of Palora, Ecuador",earthquake,7.7,7.3,0.079,47,reviewed,us,us
2019-11-16T23:32:38.960Z,18.7436,-67.6375,10,3.07,md,16,185,0.3925,0.42,pr,pr2019320013,2019-11-17T00:04:50.040Z,"71km NW of Aguadilla, Puerto Rico",earthquake,3.07,31.61,0.32,14,reviewed,pr,pr
2019-11-16T23:46:29.920Z,18.7991,-67.4221,111,2.9,md,5,205,0.7083,0.73,pr,pr2019320016,2019-11-17T06:07:05.971Z,"48km NW of San Antonio, Puerto Rico",earthquake,7.92,7.67,0.05,3,reviewed,pr,pr
2019-11-16T23:52:24.370Z,36.1776667,-117.8925,-0.29,2.57,ml,27,107,0.06726,0.36,ci,ci38247962,2019-11-18T04:58:59.679Z,"15km SE of Olancha, CA",earthquake,0.67,31.61,0.2,26,reviewed,ci,ci
2019-11-16T23:56:32.170Z,19.1261,-67.1555,79,3.12,md,10,230,0.6601,0.66,pr,pr2019320017,2019-11-20T03:25:29.040Z,"76km N of Isabela, Puerto Rico",earthquake,4.81,7.72,0.09,3,reviewed,pr,pr
2019-11-16T23:57:03.050Z,17.859,-65.337,28,2.56,md,3,346,0.5849,0.52,pr,pr2019320018,2019-11-17T06:09:10.507Z,"29km SSE of Esperanza, Puerto Rico",earthquake,11.27,30.91,0.12,2,reviewed,pr,pr
2019-11-17T00:07:57.075Z,53.976,168.8919,10,4.4,mb,,133,3.362,1.23,us,us700068zv,2019-11-17T00:25:24.040Z,"231km SE of Nikol'skoye, Russia",earthquake,8.9,1.9,0.1,29,reviewed,us,us
2019-11-17T00:32:44.349Z,1.7135,126.5182,35,4.7,mb,,117,1.262,0.79,us,us70006908,2019-11-17T00:47:10.040Z,"139km NW of Kota Ternate, Indonesia",earthquake,7.1,2,0.087,40,reviewed,us,us
2019-11-17T00:35:34.038Z,-24.013,-67.1202,211.27,4.1,mb,,146,1.435,0.72,us,us70006907,2019-11-17T00:59:49.040Z,"84km WNW of San Antonio de los Cobres, Argentina",earthquake,10.3,7.2,0.213,6,reviewed,us,us
2019-11-17T01:28:55.228Z,7.1934,94.5395,10,5.2,mww,,89,3.088,0.97,us,us7000690l,2019-11-17T01:48:04.040Z,"159km ESE of Mohean, India",earthquake,8.1,1.9,0.08,15,reviewed,us,us
2019-11-17T02:31:25.030Z,19.3335,-66.6776,60,3.11,md,3,356,1.2275,0.46,pr,pr2019321000,2019-11-17T06:08:32.363Z,"95km N of Arecibo, Puerto Rico",earthquake,22.52,27.68,0,1,reviewed,pr,pr
2019-11-17T02:36:18.612Z,36.6696,70.9419,206.43,4.4,mb,,98,1.033,0.77,us,us70006911,2019-11-17T02:53:47.040Z,"23km SSE of Jarm, Afghanistan",earthquake,5.4,8.5,0.169,10,reviewed,us,us
2019-11-17T04:13:51.730Z,19.0818,-67.2433,15,2.85,md,8,312,0.6283,0.46,pr,pr2019321001,2019-11-17T09:40:40.917Z,"67km NNW of San Antonio, Puerto Rico",earthquake,12.9,25.81,0.27,10,reviewed,pr,pr
2019-11-17T04:19:40.731Z,13.684,-89.3766,10,3.4,ml,,229,0.71,0.26,us,us7000692m,2019-11-17T14:57:54.986Z,"10km W of Santa Tecla, El Salvador",earthquake,3.3,2,0.097,14,reviewed,us,us
2019-11-17T04:24:20.960Z,19.1061,-67.5625,60,2.67,md,7,218,1.0454,0.46,pr,pr2019321002,2019-11-17T09:21:42.140Z,"83km NW of San Antonio, Puerto Rico",earthquake,3.48,10.16,0.29,6,reviewed,pr,pr
2019-11-17T05:04:48.601Z,66.4577,-153.7962,2.4,2.5,ml,,,,0.61,ak,ak019eqyij7g,2019-11-17T05:17:38.872Z,"51km W of New Allakaket, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-11-17T06:18:34.612Z,-54.0765,6.1345,10,5.4,mww,,97,18.088,0.56,us,us7000692c,2019-11-18T16:38:58.040Z,"185km E of Bouvet Island, Bouvet Island",earthquake,7.8,1.9,0.08,15,reviewed,us,us
2019-11-17T06:44:56.880Z,18.229,-68.0545,96,2.65,md,7,191,0.9701,0.24,pr,pr2019321003,2019-11-17T09:21:57.934Z,"53km SE of Punta Cana, Dominican Republic",earthquake,2.9,2.24,0.38,7,reviewed,pr,pr
2019-11-17T06:47:05.786Z,7.2703,94.8747,10,4.7,mb,,83,2.891,0.56,us,us7000692f,2019-11-17T07:38:53.040Z,"160km NNW of Sabang, Indonesia",earthquake,8.6,1.9,0.098,32,reviewed,us,us
2019-11-17T06:48:20.370Z,19.2186,-67.2861,10,2.69,md,6,323,0.7712,0.35,pr,pr2019321004,2019-11-17T09:22:10.806Z,"82km NNW of San Antonio, Puerto Rico",earthquake,15.41,21.63,0.29,6,reviewed,pr,pr
2019-11-17T07:11:17.080Z,19.353,-67.11,45,2.83,md,5,326,1.1775,0.48,pr,pr2019321005,2019-11-17T16:07:02.443Z,"94km N of Isabela, Puerto Rico",earthquake,6.57,30.6,0.25,5,reviewed,pr,pr
2019-11-17T07:29:28.750Z,19.3383,-65.5751,36,2.87,md,7,321,1.2271,0.26,pr,pr2019321006,2019-11-17T16:07:17.963Z,"104km NNE of Vieques, Puerto Rico",earthquake,2.92,18.06,0.37,7,reviewed,pr,pr
2019-11-17T08:02:36.030Z,36.1843333,-117.8668333,2.3,3.62,mw,37,55,0.06732,0.17,ci,ci38248602,2019-11-19T05:18:50.196Z,"16km SE of Olancha, CA",earthquake,0.18,0.45,,4,reviewed,ci,ci
2019-11-17T08:05:22.800Z,18.9821,-67.1735,7,2.85,md,7,314,0.5184,0.13,pr,pr2019321008,2019-11-17T16:07:42.363Z,"54km N of San Antonio, Puerto Rico",earthquake,3,2.58,0.15,6,reviewed,pr,pr
2019-11-17T08:26:29.390Z,-16.3457,66.7447,10,5.1,mb,,58,16.026,0.81,us,us7000693a,2019-11-17T09:14:15.040Z,"Mid-Indian Ridge",earthquake,10.7,1.8,0.065,77,reviewed,us,us
2019-11-17T08:28:20.960Z,19.2053,-67.2933,34,2.88,md,5,323,1.0139,0.44,pr,pr2019321011,2019-11-17T16:09:06.883Z,"81km NNW of San Antonio, Puerto Rico",earthquake,4.7,29.78,0.13,4,reviewed,pr,pr
2019-11-17T08:31:59.376Z,61.4823,-149.9555,33.9,2.9,ml,,,,0.67,ak,ak019er0gn30,2019-11-17T18:36:21.290Z,"6km SW of Big Lake, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-11-17T08:39:09.113Z,32.6284,-4.2761,10,5.2,mww,,47,0.467,1.26,us,us70006937,2019-11-20T10:57:35.836Z,"22km SE of Amersid, Morocco",earthquake,4,1.8,0.078,16,reviewed,us,us
2019-11-17T09:09:28.545Z,41.3533,19.951,10,3.7,ml,,116,1.192,0.72,us,us700069b3,2019-11-18T01:25:11.319Z,"11km ENE of Tirana, Albania",earthquake,3.8,2,0.069,28,reviewed,us,us
2019-11-17T09:54:31.902Z,-25.5254,179.7608,493.04,4.5,mb,,54,4.236,1.04,us,us7000693p,2019-11-17T10:15:53.040Z,"South of the Fiji Islands",earthquake,11.9,7.5,0.047,130,reviewed,us,us
2019-11-17T10:25:09.205Z,14.7767,-93.8089,35,4.2,mb,,163,2.061,1.04,us,us7000693x,2019-11-18T01:15:51.647Z,"119km SSW of Pijijiapan, Mexico",earthquake,9.1,2,0.158,11,reviewed,us,us
2019-11-17T11:05:33.480Z,34.5987,139.0693,14.29,4.8,mb,,103,0.735,0.8,us,us70006944,2019-11-18T09:50:59.161Z,"13km SE of Shimoda, Japan",earthquake,3,4.9,0.095,34,reviewed,us,us
2019-11-17T11:08:03.049Z,1.5158,126.4335,35,4.7,mb,,92,1.19,0.85,us,us70006949,2019-11-17T11:28:17.040Z,"131km NW of Kota Ternate, Indonesia",earthquake,7.5,2,0.081,46,reviewed,us,us
2019-11-17T11:37:36.080Z,19.1173,-67.327,32,2.72,md,5,335,0.9603,0.43,pr,pr2019321015,2019-11-17T18:34:19.898Z,"73km NNW of San Antonio, Puerto Rico",earthquake,4.12,26.26,0.09,5,reviewed,pr,pr
2019-11-17T12:13:27.489Z,-20.8048,-177.818,493.61,5.8,mww,,62,4.947,0.82,us,us7000694m,2019-11-19T21:26:06.040Z,"93km E of Ndoi Island, Fiji",earthquake,10.3,6.2,0.063,24,reviewed,us,us
2019-11-17T12:33:07.570Z,19.1265,-68.4435,42,2.7,md,15,187,0.7624,0.43,pr,pr2019321010,2019-11-20T06:04:24.040Z,"66km NNE of Otra Banda, Dominican Republic",earthquake,2.029,6.07,0.45,15,reviewed,pr,pr
2019-11-17T13:12:45.070Z,19.4328,-67.2256,26,2.66,md,4,358,0.972,0.28,pr,pr2019321017,2019-11-17T18:35:15.849Z,"104km N of San Antonio, Puerto Rico",earthquake,15.86,17.79,0.14,4,reviewed,pr,pr
2019-11-17T13:25:37.823Z,67.3398,-156.316,0,3,ml,,,,0.76,ak,ak019er3eh7o,2019-11-17T14:13:40.040Z,"54km NNE of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-11-17T13:37:18.650Z,18.7791,-67.288,27,2.52,md,9,272,0.3583,0.32,pr,pr2019321018,2019-11-17T18:36:22.729Z,"37km NNW of San Antonio, Puerto Rico",earthquake,1.48,4.45,0.39,9,reviewed,pr,pr
2019-11-17T14:17:04.918Z,38.9098,70.8457,10.21,4.6,mb,,55,0.422,0.82,us,us7000695a,2019-11-17T14:37:18.040Z,"42km ESE of Gharm, Tajikistan",earthquake,5.3,4.2,0.125,22,reviewed,us,us
2019-11-17T14:39:07.503Z,32.5992,-4.2601,10,4.2,mb,,112,0.493,0.71,us,us700069bc,2019-11-18T01:51:55.673Z,"25km SE of Amersid, Morocco",earthquake,6.4,1.9,0.146,13,reviewed,us,us
2019-11-17T16:28:30.059Z,37.064,-104.93,5,2.7,ml,,116,0.131,0.23,us,us70006963,2019-11-17T16:46:47.040Z,"39km WSW of Trinidad, Colorado",earthquake,3.8,2,0.044,86,reviewed,us,us
2019-11-17T16:38:50.250Z,-13.4346,167.8982,10,4.9,mb,,65,8.746,0.93,us,us7000696d,2019-11-17T17:46:27.040Z,"62km NE of Sola, Vanuatu",earthquake,9.7,1.9,0.069,68,reviewed,us,us
2019-11-17T17:14:22.681Z,37.0526,22.9992,10,4.7,mb,,140,0.867,1.16,us,us7000696n,2019-11-17T17:37:18.040Z,"17km SE of Leonidi, Greece",earthquake,5,1.9,0.126,19,reviewed,us,us
2019-11-17T18:11:58.060Z,18.5521,-66.8105,13,2.78,md,9,250,0.2131,0.16,pr,pr2019321019,2019-11-17T23:18:22.423Z,"7km NNE of Hatillo, Puerto Rico",earthquake,0.97,0.69,0.15,6,reviewed,pr,pr
2019-11-17T18:18:17.745Z,4.8722,127.5021,116.46,4.5,mb,,126,2.902,1.04,us,us70006976,2019-11-18T13:41:06.624Z,"220km SE of Pondaguitan, Philippines",earthquake,5.2,9.2,0.118,21,reviewed,us,us
2019-11-17T19:04:18.580Z,33.1606667,-115.653,2.42,3.34,ml,65,27,0.03396,0.21,ci,ci38249218,2019-11-20T04:34:52.319Z,"14km WNW of Calipatria, CA",earthquake,0.16,0.38,0.156,73,reviewed,ci,ci
2019-11-17T19:36:44.115Z,-3.7958,128.8731,38.45,4.6,mb,,94,3.48,1.31,us,us7000697u,2019-11-17T20:55:33.040Z,"35km SE of Saparua, Indonesia",earthquake,4.9,9,0.126,19,reviewed,us,us
2019-11-17T21:34:11.740Z,63.0424,-149.2934,63.7,3.2,ml,,,,0.64,ak,ak019er87tf4,2019-11-17T21:59:06.040Z,"42km SSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-11-17T23:05:55.674Z,11.2863,92.9571,53.39,5.1,mb,,85,0.422,0.95,us,us7000699n,2019-11-18T01:37:51.803Z,"47km SSE of Port Blair, India",earthquake,6.8,5.5,0.051,124,reviewed,us,us
2019-11-17T23:25:21.870Z,35.862,-96.69116667,7.74,2.6,ml,76,73,0,0.18,ok,ok2019woli,2019-11-18T14:42:47.087Z,"12km NNW of Stroud, Oklahoma",earthquake,,0.4,0.25,28,reviewed,ok,ok
2019-11-17T23:55:49.414Z,13.4597,145.2617,66.8,5.1,mww,,26,0.403,0.98,us,us700069ai,2019-11-20T00:05:57.057Z,"40km ESE of Yigo Mayor's Office, Guam",earthquake,7.3,4.3,0.089,12,reviewed,us,us
2019-11-18T00:02:28.469Z,37.2128,71.9234,97.97,4.4,mb,,179,0.379,0.43,us,us700069aj,2019-11-18T00:44:07.040Z,"10km ESE of Roshtqal'a, Tajikistan",earthquake,9.3,5.4,0.379,2,reviewed,us,us
2019-11-18T00:38:41.779Z,37.7639,47.7997,14.02,4,mb,,65,2.834,1.23,us,us700069au,2019-11-18T00:56:50.040Z,"66km WNW of Herowabad, Iran",earthquake,7.4,6.3,0.138,14,reviewed,us,us
2019-11-18T02:08:42.340Z,19.8288333,-155.3543333,29.07,2.51,ml,57,195,0.1093,0.11,hv,hv71240176,2019-11-18T22:06:35.300Z,"26km W of Pepeekeo, Hawaii",earthquake,0.45,0.75,0.174,35,reviewed,hv,hv
2019-11-18T05:16:41.840Z,19.2198334,-155.4375,32.52,2.65,ml,53,123,0.04168,0.15,hv,hv71240351,2019-11-18T05:25:48.397Z,"4km ENE of Pahala, Hawaii",earthquake,0.48,0.66,3.16,29,automatic,hv,hv
2019-11-18T05:46:22.520Z,19.1573,-67.229,8,3.06,md,7,312,0.6998,0.19,pr,pr2019322000,2019-11-18T08:00:42.236Z,"74km N of San Antonio, Puerto Rico",earthquake,1.89,2.88,0.27,7,reviewed,pr,pr
2019-11-18T06:37:35.470Z,19.2938,-67.3578,64,3.17,md,8,307,0.8623,0.26,pr,pr2019322001,2019-11-18T08:00:58.996Z,"92km NNW of San Antonio, Puerto Rico",earthquake,2.66,6.81,0.21,8,reviewed,pr,pr
2019-11-18T07:41:55.375Z,57.6326,-137.1347,38.7,2.8,ml,,,,0.94,ak,ak019esngoqs,2019-11-18T10:05:33.040Z,"119km SW of Gustavus, Alaska",earthquake,,9.5,,,automatic,ak,ak
2019-11-18T07:51:50.850Z,54.1223,-159.4254,26.4,2.8,ml,,,,0.91,ak,ak019esniygg,2019-11-18T17:44:39.975Z,"74km S of Chernabura Island, Alaska",earthquake,,7.1,,,reviewed,ak,ak
