time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-18T08:09:49.910Z,19.1865,-67.279,36,2.82,md,8,300,0.7383,0.45,pr,pr2019322002,2019-11-18T11:53:37.492Z,"79km NNW of San Antonio, Puerto Rico",earthquake,2.82,16.059,0.31,6,reviewed,pr,pr
2019-11-18T08:24:20.920Z,18.8293,-67.1555,45,2.72,md,4,307,0.6573,0.25,pr,pr2019322003,2019-11-18T11:53:55.709Z,"37km N of San Antonio, Puerto Rico",earthquake,3.98,9.61,0.2,3,reviewed,pr,pr
2019-11-18T11:00:52.020Z,39.7736667,-121.9821667,20.25,2.85,md,45,63,0.3087,0.17,nc,nc73305406,2019-11-20T05:16:03.340Z,"4km NE of Hamilton City, CA",earthquake,0.24,0.56,0.268,55,reviewed,nc,nc
2019-11-18T11:20:33.117Z,60.4334,-151.082,48.5,2.6,ml,,,,0.37,ak,ak019esppvjg,2019-11-18T17:51:22.250Z,"6km SSW of Soldotna, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2019-11-18T11:20:49.355Z,60.4234,-151.0537,48.1,2.6,ml,,,,0.73,ak,ak019esppwpw,2019-11-18T17:54:33.808Z,"7km S of Soldotna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-11-18T11:21:53.811Z,13.6471,-89.2683,10,3.5,ml,,200,0.752,0.22,us,us700069mp,2019-11-20T04:40:40.478Z,"0km WSW of Nuevo Cuscatlan, El Salvador",earthquake,6,2,0.091,16,reviewed,us,us
2019-11-18T11:24:06.163Z,1.7508,126.4967,35,4.9,mb,,86,1.304,0.93,us,us700069ei,2019-11-18T11:37:55.040Z,"144km NW of Kota Ternate, Indonesia",earthquake,7.3,1.9,0.089,40,reviewed,us,us
2019-11-18T11:34:02.750Z,1.7534,126.5772,26.18,4.7,mb,,108,1.254,1.04,us,us700069en,2019-11-18T12:09:28.040Z,"138km NW of Kota Ternate, Indonesia",earthquake,7.9,5.9,0.1,30,reviewed,us,us
2019-11-18T13:13:58.567Z,0.3612,122.0755,193.32,4.7,mb,,51,1.492,0.67,us,us700069f3,2019-11-18T14:25:41.040Z,"35km WSW of Tilamuta, Indonesia",earthquake,7.9,6.6,0.074,55,reviewed,us,us
2019-11-18T13:22:09.943Z,7.6247,124.9124,13.11,5.9,mww,,41,0.861,0.74,us,us700069f4,2019-11-19T21:22:37.040Z,"2km N of Kadingilan, Philippines",earthquake,6.5,3.8,0.078,16,reviewed,us,us
2019-11-18T15:20:37.524Z,-3.8071,141.4348,35,4.7,mb,,61,6.177,0.81,us,us700069fp,2019-11-18T15:49:17.040Z,"125km SW of Aitape, Papua New Guinea",earthquake,10,2,0.09,37,reviewed,us,us
2019-11-18T15:43:23.124Z,-22.1149,-67.5516,194.52,4.1,mb,,44,1.015,0.66,us,us700069fq,2019-11-18T16:03:25.040Z,"112km NE of San Pedro de Atacama, Chile",earthquake,10.6,9.9,0.213,6,reviewed,us,us
2019-11-18T16:06:30.414Z,56.1995,-149.3121,8.5,3.1,ml,,,,0.86,ak,ak019essm8rj,2019-11-18T18:14:51.068Z,"258km SE of Kodiak, Alaska",earthquake,,5.8,,,reviewed,ak,ak
2019-11-18T16:48:57.480Z,47.8258333333333,-119.265833333333,1.59,3.48,ml,15,143,,0.12,uw,uw61560321,2019-11-20T03:44:53.936Z,"25km SW of Coulee Dam, Washington",earthquake,0.47,31.61,0.150683888703216,2,reviewed,uw,uw
2019-11-18T19:51:28.312Z,66.303,-157.1669,9.7,3.9,ml,,,,0.68,ak,ak019esunz4t,2019-11-18T20:08:39.265Z,"68km S of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-11-18T21:32:21.440Z,19.6488,-68.1388,37,2.8,md,5,270,1.8106,0.28,pr,pr2019322005,2019-11-18T22:00:32.860Z,"120km NE of Miches, Dominican Republic",earthquake,3.33,18.86,0.34,4,reviewed,pr,pr
2019-11-18T21:40:12.346Z,-0.6882,134.0119,27.82,5.1,mww,,46,2.831,1.13,us,us700069ls,2019-11-18T23:51:40.137Z,"21km NNW of Manokwari, Indonesia",earthquake,8.5,4.9,0.066,22,reviewed,us,us
2019-11-18T21:50:28.190Z,18.1443,-68.2626,117,3.28,md,11,204,1.1612,0.48,pr,pr2019322006,2019-11-18T22:58:03.040Z,"76km SSE of Boca de Yuma, Dominican Republic",earthquake,5.2,2.99,0.19,9,reviewed,pr,pr
2019-11-18T21:59:13.000Z,-18.2512,120.3644,10,4.3,mb,,74,2.953,1.29,us,us700069mj,2019-11-18T23:18:02.040Z,"200km W of Broome, Australia",earthquake,7.1,1.9,0.189,8,reviewed,us,us
2019-11-18T22:20:01.140Z,19.1778,-67.2366,13,2.75,md,12,291,0.7213,0.42,pr,pr2019322007,2019-11-18T23:03:41.040Z,"70km N of San Antonio, Puerto Rico",earthquake,7.38,10.38,0.22,12,reviewed,pr,pr
2019-11-18T22:22:21.010Z,36.073,-117.855,1.27,2.7,ml,31,53,0.04449,0.14,ci,ci38251610,2019-11-18T22:32:50.440Z,"9km ENE of Coso Junction, CA",earthquake,0.19,0.31,0.228,25,automatic,ci,ci
2019-11-18T23:36:27.960Z,37.6195,-118.8426667,3.64,2.84,md,32,68,0.01189,0.03,nc,nc73305816,2019-11-20T05:31:03.075Z,"12km E of Mammoth Lakes, CA",earthquake,0.21,0.24,0.218,47,reviewed,nc,nc
2019-11-18T23:41:34.132Z,-2.4978,138.6113,10,4.9,mb,,35,8.759,1.16,us,us700069pe,2019-11-19T00:04:23.040Z,"219km W of Abepura, Indonesia",earthquake,8.8,1.9,0.057,96,reviewed,us,us
2019-11-18T23:48:03.780Z,18.9236,-67.2741,10,2.86,md,4,329,0.4843,0.03,pr,pr2019322008,2019-11-19T05:01:12.872Z,"51km NNW of San Antonio, Puerto Rico",earthquake,1.92,0.6,0.04,4,reviewed,pr,pr
2019-11-18T23:58:10.810Z,37.6160011,-118.8454971,3.25,2.54,md,28,76,0.01418,0.06,nc,nc73305856,2019-11-19T03:27:04.152Z,"12km E of Mammoth Lakes, CA",earthquake,0.22,0.29,0.23,30,automatic,nc,nc
2019-11-19T00:10:45.953Z,12.4069,-60.2615,58.19,4.7,mb,,114,1.002,0.51,us,us700069ps,2019-11-19T02:09:00.980Z,"103km SW of Bridgetown, Barbados",earthquake,5.6,7.9,0.038,207,reviewed,us,us
2019-11-19T00:12:01.065Z,38.7317,44.4347,10,4,mb,,80,1.434,1.31,us,us700069pw,2019-11-19T01:33:13.040Z,"24km ENE of Saray, Turkey",earthquake,4.3,2,0.157,11,reviewed,us,us
2019-11-19T00:14:13.557Z,38.5443,44.4021,10,4.7,mwr,,32,1.623,0.71,us,us700069pz,2019-11-19T00:55:04.040Z,"23km ESE of Saray, Turkey",earthquake,5.5,1.8,0.083,14,reviewed,us,us
2019-11-19T01:25:13.580Z,19.5175,-65.708,46,3.29,md,10,321,1.2655,0.41,pr,pr2019323000,2019-11-19T01:44:55.997Z,"121km N of Vieques, Puerto Rico",earthquake,4.23,17.85,0.28,10,reviewed,pr,pr
2019-11-19T02:15:03.790Z,18.2148,-68.2535,72,2.97,md,8,198,1.1627,0.25,pr,pr2019323004,2019-11-19T05:04:12.464Z,"41km ESE of Boca de Yuma, Dominican Republic",earthquake,2.18,2.5,0.34,8,reviewed,pr,pr
2019-11-19T02:40:43.340Z,35.6455,-117.477,8.61,3.13,ml,50,59,0.04753,0.16,ci,ci38251970,2019-11-19T15:47:17.921Z,"15km SSW of Searles Valley, CA",earthquake,0.14,0.31,0.156,149,reviewed,ci,ci
2019-11-19T02:46:40.446Z,-7.426,128.1353,132.89,4.7,mb,,100,3.183,0.65,us,us700069qy,2019-11-19T03:00:10.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,8.4,9.1,0.117,22,reviewed,us,us
2019-11-19T03:34:09.550Z,19.0083,-65.8106,26,2.64,md,9,307,0.7507,0.49,pr,pr2019323005,2019-11-19T07:48:35.610Z,"64km N of Vieques, Puerto Rico",earthquake,3.18,29.73,0.02,3,reviewed,pr,pr
2019-11-19T04:02:57.530Z,39.1526667,-123.1768333,3.73,2.73,md,57,31,0.1102,0.1,nc,nc73306046,2019-11-20T04:47:18.800Z,"2km NNW of Talmage, CA",earthquake,0.14,1.16,0.281,68,reviewed,nc,nc
2019-11-19T04:58:12.954Z,-21.8535,-68.7351,118.42,4,mb,,69,0.474,0.61,us,us700069s3,2019-11-19T05:33:54.040Z,"70km NNE of Calama, Chile",earthquake,7.6,8.7,0.365,2,reviewed,us,us
2019-11-19T05:42:53.180Z,19.1533,-67.2925,66,3.02,md,6,322,0.9698,0.88,pr,pr2019323008,2019-11-19T07:50:22.197Z,"75km NNW of San Antonio, Puerto Rico",earthquake,12.26,26.15,0.12,4,reviewed,pr,pr
2019-11-19T06:10:26.548Z,29.2623,142.2589,10,5.1,mb,,122,2.159,0.81,us,us700069sk,2019-11-19T06:30:19.040Z,"241km N of Chichi-shima, Japan",earthquake,4.6,1.8,0.032,310,reviewed,us,us
2019-11-19T07:49:20.490Z,18.9495,-65.8088,53,2.97,md,6,305,0.697,0.59,pr,pr2019323009,2019-11-19T12:04:44.276Z,"57km N of Loiza, Puerto Rico",earthquake,6.35,12.21,0.09,5,reviewed,pr,pr
2019-11-19T08:23:46.940Z,19.2338,-67.267,54,2.59,md,4,323,1.0735,0.27,pr,pr2019323010,2019-11-19T12:05:06.360Z,"83km NNW of San Antonio, Puerto Rico",earthquake,5.49,16.57,0.34,4,reviewed,pr,pr
2019-11-19T08:24:54.060Z,19.175,-67.2778,34,3.02,md,5,322,0.98,0.27,pr,pr2019323011,2019-11-19T12:05:22.468Z,"77km NNW of San Antonio, Puerto Rico",earthquake,2.45,16.95,0.22,5,reviewed,pr,pr
2019-11-19T08:49:29.040Z,18.9693,-65.8296,10,2.7,md,7,305,0.7075,0.31,pr,pr2019323012,2019-11-19T12:05:46.724Z,"59km N of Loiza, Puerto Rico",earthquake,9.02,12.5,0.51,7,reviewed,pr,pr
2019-11-19T09:16:12.960Z,19.1725,-67.004,11,2.68,md,6,332,0.7131,0.14,pr,pr2019323013,2019-11-19T12:06:04.900Z,"74km N of Isabela, Puerto Rico",earthquake,8.18,11.59,0.42,5,reviewed,pr,pr
2019-11-19T09:58:40.360Z,17.8248,-68.7538,92,2.85,md,3,246,1.6542,0.32,pr,pr2019323014,2019-11-19T12:06:34.364Z,"63km SSW of Boca de Yuma, Dominican Republic",earthquake,7.36,9.53,0.43,3,reviewed,pr,pr
2019-11-19T11:30:19.595Z,8.2952,-103.6929,10,4.4,mb,,96,10.477,0.98,us,us700069uh,2019-11-19T12:50:22.040Z,"Northern East Pacific Rise",earthquake,7.2,1.9,0.056,94,reviewed,us,us
2019-11-19T12:03:46.243Z,27.538,129.9153,21.87,4.6,mb,,56,1.621,1.11,us,us700069us,2019-11-19T13:13:44.040Z,"101km SSE of Naze, Japan",earthquake,4.1,6,0.122,20,reviewed,us,us
2019-11-19T12:54:09.397Z,1.6599,126.5701,35,4.3,mb,,103,1.188,0.67,us,us700069v3,2019-11-19T14:38:32.040Z,"131km NW of Kota Ternate, Indonesia",earthquake,8.5,2,0.114,22,reviewed,us,us
2019-11-19T13:30:55.849Z,29.3235,81.1445,10,5.3,mb,,36,5.163,0.63,us,us700069vd,2019-11-20T01:31:00.036Z,"21km ENE of Dipayal, Nepal",earthquake,8.1,1.8,0.038,237,reviewed,us,us
2019-11-19T16:00:50.778Z,58.7803,-138.766,0,2.5,ml,,,,0.93,ak,ak019eug494e,2019-11-19T17:06:24.040Z,"135km SSE of Yakutat, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-11-19T19:37:02.040Z,39.7686667,-121.9863333,20.31,2.79,ml,28,70,0.3098,0.11,nc,nc73306346,2019-11-20T10:41:26.887Z,"4km NE of Hamilton City, CA",earthquake,0.28,0.9,0.264,25,reviewed,nc,nc
2019-11-19T19:57:35.280Z,18.7598,-68.8565,11,2.86,md,13,171,0.6252,0.28,pr,pr2019323017,2019-11-19T20:57:11.040Z,"11km NW of Salvaleon de Higuey, Dominican Republic",earthquake,1.25,1.95,0.71,10,reviewed,pr,pr
2019-11-19T20:27:24.648Z,-12.6591,113.2752,11.02,4.9,mb,,66,4.251,0.9,us,us70006a20,2019-11-19T20:46:54.040Z,"Northwest of Australia",earthquake,7.5,4.6,0.077,54,reviewed,us,us
2019-11-19T20:47:40.631Z,-5.7137,-76.8968,40.14,4.5,mb,,140,3.993,0.68,us,us70006a2n,2019-11-19T21:24:56.675Z,"37km NNE of Moyobamba, Peru",earthquake,10.4,10.5,0.077,52,reviewed,us,us
2019-11-19T20:50:39.080Z,19.0035,-65.7828,25,3.04,md,10,297,0.7568,0.29,pr,pr2019323018,2019-11-20T00:01:44.925Z,"63km N of Suarez, Puerto Rico",earthquake,1.6,19.09,0.36,10,reviewed,pr,pr
2019-11-19T21:28:22.010Z,19.0661,-65.7881,30,2.78,md,5,311,0.8127,0.21,pr,pr2019323019,2019-11-20T00:02:08.717Z,"70km N of Loiza, Puerto Rico",earthquake,2.31,13.74,0.4,4,reviewed,pr,pr
2019-11-19T22:26:34.282Z,54.9904,-156.3647,26.1,4.6,ml,,,,0.61,ak,ak019euju9yc,2019-11-19T23:39:14.040Z,"104km SSW of Chirikof Island, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2019-11-19T22:32:04.340Z,19.21,-67.2213,51,3.14,md,4,323,0.9816,0.23,pr,pr2019323020,2019-11-20T00:02:28.404Z,"80km N of San Antonio, Puerto Rico",earthquake,4.27,12.78,0.03,3,reviewed,pr,pr
2019-11-19T23:10:40.568Z,-33.6434,-66.8781,10,5.8,mww,,24,2.588,0.81,us,us70006a4q,2019-11-20T12:51:36.811Z,"63km SW of San Luis, Argentina",earthquake,5.8,1.6,0.046,45,reviewed,us,us
2019-11-19T23:26:43.580Z,19.0441,-65.1951,30,3.33,md,7,329,1.114,0.18,pr,pr2019323021,2019-11-20T08:36:45.963Z,"82km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.82,13.58,0.09,5,reviewed,pr,pr
2019-11-19T23:33:57.934Z,84.9963,99.6889,10,4.6,mb,,68,12.047,0.74,us,us70006a4z,2019-11-19T23:56:36.040Z,"North of Severnaya Zemlya",earthquake,5.5,1.9,0.079,48,reviewed,us,us
2019-11-19T23:59:02.600Z,19.0023,-65.81,29,2.54,md,5,308,0.7453,0.36,pr,pr2019323022,2019-11-20T06:00:25.173Z,"63km N of Vieques, Puerto Rico",earthquake,3.58,21.85,0,1,reviewed,pr,pr
2019-11-20T00:05:06.834Z,1.7085,126.5312,35,4.8,mb,,107,1.25,0.82,us,us70006a59,2019-11-20T00:57:55.040Z,"138km NW of Kota Ternate, Indonesia",earthquake,5.6,1.7,0.08,49,reviewed,us,us
2019-11-20T01:00:56.690Z,36.431,-120.6606667,20.22,2.96,md,72,122,0.2428,0.18,nc,nc73306431,2019-11-20T09:00:28.713Z,"2km NE of New Idria, CA",earthquake,0.36,0.38,0.169,93,reviewed,nc,nc
2019-11-20T01:08:39.770Z,19.6885,-65.93,50,3.6,md,17,279,1.3515,0.32,pr,pr2019324000,2019-11-20T09:11:13.134Z,"109km N of San Juan, Puerto Rico",earthquake,2.67,12.93,0.37,14,reviewed,pr,pr
2019-11-20T02:24:01.720Z,19.0695,-65.8153,24,3.11,md,13,276,0.8064,0.25,pr,pr2019324003,2019-11-20T06:05:56.197Z,"70km N of Loiza, Puerto Rico",earthquake,1.08,16.99,0.19,11,reviewed,pr,pr
2019-11-20T03:21:40.830Z,19.2134991,-155.4615021,33.78,2.53,ml,56,104,0.04958,0.12,hv,hv71243021,2019-11-20T03:27:23.240Z,"2km ENE of Pahala, Hawaii",earthquake,0.43,0.54,2.72,30,automatic,hv,hv
2019-11-20T03:37:09.231Z,7.3022,94.5601,10,4.8,mb,,142,3.142,0.73,us,us70006a6a,2019-11-20T04:15:37.040Z,"155km ESE of Mohean, India",earthquake,11.2,1.9,0.084,44,reviewed,us,us
2019-11-20T03:42:09.429Z,51.4524,-175.9595,35,4.4,mb,,187,0.623,0.6,us,us70006a6c,2019-11-20T04:11:14.040Z,"67km SE of Adak, Alaska",earthquake,3.6,2,0.072,55,reviewed,us,us
2019-11-20T04:01:32.250Z,19.2263,-67.3143,24,3.36,md,16,296,0.7855,0.46,pr,pr2019324001,2019-11-20T12:04:07.355Z,"84km NNW of San Antonio, Puerto Rico",earthquake,2.009,29.64,0.22,10,reviewed,pr,pr
2019-11-20T04:27:05.921Z,13.9824,-93.1298,10.97,6.3,mww,,67,1.492,1.19,us,us70006a6q,2019-11-20T13:14:29.168Z,"111km SW of Puerto Madero, Mexico",earthquake,6.7,2.5,0.059,28,reviewed,us,us
2019-11-20T04:33:38.314Z,60.2886,-141.1731,5.2,2.6,ml,,,,0.82,ak,ak019evwpc14,2019-11-20T04:45:29.286Z,"74km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-11-20T05:07:05.202Z,65.8955,-156.1721,0,3.3,ml,,,,0.76,ak,ak019evx54g5,2019-11-20T05:13:57.533Z,"117km SSE of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-11-20T05:27:57.021Z,32.2507,138.1357,362.18,4.1,mb,,86,1.657,0.36,us,us70006a7k,2019-11-20T06:25:10.040Z,"181km WSW of Hachijo-jima, Japan",earthquake,10.3,6.9,0.109,23,reviewed,us,us
2019-11-20T06:32:17.054Z,1.5754,126.4891,45.22,5,mb,,76,1.186,0.97,us,us70006a8a,2019-11-20T06:52:42.040Z,"131km NW of Kota Ternate, Indonesia",earthquake,5.2,6.7,0.079,51,reviewed,us,us
2019-11-20T06:39:20.700Z,18.9225,-65.8303,35,2.59,md,2,303,0.6637,0.47,pr,pr2019324007,2019-11-20T09:09:14.200Z,"54km N of Loiza, Puerto Rico",earthquake,4.9,16.3,0,1,reviewed,pr,pr
2019-11-20T06:42:23.450Z,33.5008316,-116.4574966,5.08,3.49,ml,128,25,0.08345,0.19,ci,ci38253786,2019-11-20T13:53:26.150Z,"21km ESE of Anza, CA",earthquake,0.17,0.89,0.238,15,reviewed,ci,ci
2019-11-20T08:26:07.542Z,53.1633,153.6852,486.81,6.3,mww,,38,2.418,0.99,us,us70006a9e,2019-11-20T10:29:00.779Z,"267km NW of Ozernovskiy, Russia",earthquake,9.7,10.7,0.071,19,reviewed,us,us
2019-11-20T08:36:53.215Z,61.5634,-145.6023,250,2.6,ml,,,,1.02,ak,ak019evz3qq1,2019-11-20T08:44:52.816Z,"60km S of Glennallen, Alaska",earthquake,,7.2,,,automatic,ak,ak
2019-11-20T09:09:14.780Z,19.0118,-65.8283,27,2.64,md,5,308,0.87,0.27,pr,pr2019324008,2019-11-20T12:07:44.740Z,"64km N of Vieques, Puerto Rico",earthquake,2.17,17.72,0.09,5,reviewed,pr,pr
2019-11-20T09:12:41.026Z,66.4682,-157.2421,6.5,3.6,ml,,,,0.74,ak,ak019evzk05u,2019-11-20T10:21:11.040Z,"65km SSW of Kobuk, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-11-20T09:13:25.350Z,17.83,-68.8061,90,3.13,md,3,246,1.7056,0.5,pr,pr2019324009,2019-11-20T12:15:39.040Z,"87km SSW of Boca de Yuma, Dominican Republic",earthquake,7.19,14.25,0.39,2,reviewed,pr,pr
2019-11-20T09:29:54.700Z,19.2613,-65.221,61,3.06,md,6,330,1.2833,0.4,pr,pr2019324010,2019-11-20T12:20:51.040Z,"109km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,8.61,19.47,0.31,4,reviewed,pr,pr
2019-11-20T09:42:30.070Z,18.8718,-65.2985,29,2.97,md,6,326,0.9139,0.24,pr,pr2019324011,2019-11-20T12:09:10.196Z,"62km N of Culebra, Puerto Rico",earthquake,2.74,16.55,0.24,6,reviewed,pr,pr
2019-11-20T11:30:56.467Z,13.9196,-93.11,10,5.4,mww,,133,1.498,1.02,us,us70006ad6,2019-11-20T13:33:26.097Z,"115km SW of Puerto Madero, Mexico",earthquake,6.4,1.8,0.066,22,reviewed,us,us
